"name"
"ADMON ESCOLAR"
"ADMON ESCOLAR PA"
"ADMON ESCOLAR PB"
"AJEDREZ"
"APRECIACIÓN ARTÍSTICA"
"ARTES"
"ASESOR JURÍDICO"
"AUX ADMON"
"AUX BII"
"AUX CAFETERIAS"
"AUX COMODÍN"
"AUX COMPRAS"
"AUX DISEÑO"
"AUX DOCENTE"
"AUX DOCENTE INGLÉS"
"AUX DRA"
"AUX LA"
"AUX LAI"
"AUX LAII"
"AUX LAIII"
"AUX LB"
"AUX LBI"
"AUX LBII"
"AUX LBIII"
"AUX LC"
"AUX LCI"
"AUX LCII"
"AUX LCIII"
"AUX LCMA"
"AUX MA"
"AUX MACII"
"AUX MAI"
"AUX MAII"
"AUX MAIII"
"AUX MB"
"AUX MBII"
"AUX MBIIA"
"AUX MC"
"AUX MERCADOTECNIA"
"BANCOS"
"BASQUETBOL"
"BECARIO"
"BIOLOGÍA"
"BIOLOGÍA Y QUÍMICA"
"CATECISMO"
"CHÓFER"
"CIENCIAS"
"COCINA"
"COMANDANTE"
"COMMUNITY MANAGER"
"COMPRAS"
"COMPUTACIÓN"
"COMPUTACIÓN & TI"
"CONTADOR GENERAL"
"COORD DE CAFETERÍAS"
"COORD DEPORTES"
"COORD DISEÑO"
"COORD ESPAÑOL PB"
"COORD GRAL INGLÉS"
"COORD GUARDE ME"
"COORD GUARDE TOL"
"COORD INGLÉS PA"
"COORD INGLÉS PB"
"COORD MKT ME"
"COORD MKT TOL"
"COORD PEDAGÓGICO"
"COORD PSICOL PA"
"COORD. INGLÉS"
"COORDINADOR GENERAL"
"DESARROLLO HUMANO"
"DIRECTOR ESCOLAR"
"EDUCACIÓN FÍSICA"
"ENFERMERA"
"ESPAÑOL"
"ESPAÑOL 2"
"ESPAÑOL 3"
"ESPAÑOL 4"
"ESPAÑOL 5"
"ESPAÑOL 6"
"ESPAÑOL KI"
"ESPAÑOL KII"
"ESPAÑOL KIII"
"EXP CORPORAL"
"FCYE"
"FCYE & HISTORIA"
"FÍSICA"
"GEOGRAFÍA"
"HISTORIA"
"INGLÉS"
"INGLÉS 1"
"INGLÉS 2"
"INGLÉS 3"
"INGLÉS 4"
"INGLÉS KI"
"INGLES KI-KII-KIII"
"INGLÉS KII"
"INGLÉS KIII"
"INNOVACIÓN"
"INTENDENCIA"
"INVENTARIOS"
"JEFA COCINA"
"JEFE DE MTTO"
"MAESTRO DE BASQUETBOL"
"MAKER"
"MANTENIMIENTO"
"MATEMÁTICAS"
"MÉDICO ESCOLAR"
"MÚSICA"
"NUTRIÓLOGA"
"ORIENTADOR"
"PSICÓLOGA"
"PSICÓLOGO"
"QUÍMICA"
"RECLUTAMIENTO Y SELECCIÓN"
"RH"
"ROBÓTICA"
"SUB COORD ARTES"
"SUB COORD DESARROLLO HUMANO"
"SUB DIRECTOR SEC"
"T'I"
"TENIS"
"TIT BI"
"TIT KI"
"TIT KII"
"TIT KIII"
"TIT LA"
"TIT LB"
"TIT MB"
"TIT MBI"
"TOCHO"
"TRABAJADORA SOCIAL"
"VIGILANTE"
"VIGILANTE COMODÍN"
"VOLEIBOL"
